OrderID,OrderDateTime,StoreID,CustomerID,ProductID,Quantity,UnitPrice,DiscountPct,PaymentID,PaymentMethod,Channel,Status,OrderTotal,Currency
7206,2025-04-24T01:47:00,10,1762,229,1,45.0,0,PMT00007206,CASH,POS,Completed,45.0,INR
7207,2025-08-07T22:38:00,11,5994,128,5,38.43,5,PMT00007207,WALLET,Online,Completed,182.55,INR
7208,2025-08-13T16:09:00,8,355,223,1,65.17,10,PMT00007208,CARD,POS,Completed,58.65,INR
7209,2025-06-27T20:25:00,11,3543,157,1,17.28,10,PMT00007209,UPI,Online,Completed,15.55,INR
7210,2025-06-11T00:43:00,4,3042,99,1,45.5,5,PMT00007210,UPI,POS,Pending,43.22,INR
7211,2025-07-25T18:33:00,10,207,76,1,73.83,10,PMT00007211,UPI,Online,Completed,66.45,INR
7212,2025-07-19T04:01:00,8,933,230,3,27.33,0,PMT00007212,CARD,POS,Completed,81.99,INR
7213,2025-06-30T09:47:00,2,423,198,1,51.71,0,PMT00007213,CASH,Online,Returned,51.71,INR
7214,2025-05-24T00:16:00,10,4400,124,1,29.07,10,PMT00007214,CASH,POS,Completed,26.16,INR
7215,2025-07-30T06:55:00,7,2557,21,1,84.51,0,PMT00007215,UPI,POS,Completed,84.51,INR
7216,2025-04-19T13:06:00,4,4253,134,1,106.55,5,PMT00007216,CASH,POS,Refunded,101.22,INR
7217,2025-08-08T11:03:00,10,1024,192,1,47.36,0,PMT00007217,UPI,Online,Completed,47.36,INR
7218,2025-07-09T06:06:00,11,5097,173,1,27.18,20,PMT00007218,UPI,Online,Completed,21.74,INR
7219,2025-05-05T21:02:00,3,5672,17,3,94.59,15,PMT00007219,CARD,Online,Completed,241.2,INR
7220,2025-06-30T02:27:00,4,1118,45,1,56.65,0,PMT00007220,UPI,Online,Completed,56.65,INR
7221,2025-08-05T05:50:00,11,97,36,1,67.65,10,PMT00007221,CARD,Online,Completed,60.89,INR
7222,2025-07-22T23:59:00,2,1015,88,1,34.76,0,PMT00007222,UPI,Online,Completed,34.76,INR
7223,2025-06-05T20:28:00,7,3622,146,1,141.07,0,PMT00007223,CARD,Online,Completed,141.07,INR
7224,2025-07-21T06:09:00,6,2666,190,1,117.74,0,PMT00007224,CARD,POS,Completed,117.74,INR
7225,2025-05-07T16:53:00,7,1260,169,1,21.07,0,PMT00007225,CARD,POS,Completed,21.07,INR
7226,2025-04-04T23:33:00,7,2095,23,1,66.03,0,PMT00007226,CARD,Online,Completed,66.03,INR
7227,2025-06-04T18:14:00,2,701,60,1,77.78,5,PMT00007227,CARD,POS,Completed,73.89,INR
7228,2025-05-12T04:52:00,9,783,127,1,61.74,0,PMT00007228,CARD,POS,Completed,61.74,INR
7229,2025-08-13T17:40:00,2,2214,160,2,55.57,5,PMT00007229,CARD,Online,Completed,105.58,INR
7230,2025-06-04T02:46:00,8,5591,4,1,19.23,0,PMT00007230,CARD,Online,Completed,19.23,INR
7231,2025-04-06T06:57:00,3,4325,6,1,57.04,5,PMT00007231,UPI,POS,Completed,54.19,INR
7232,2025-06-08T13:06:00,6,507,105,1,123.71,0,PMT00007232,CARD,Online,Cancelled,123.71,INR
7233,2025-04-29T14:41:00,2,157,101,1,115.61,5,PMT00007233,CARD,POS,Completed,109.83,INR
7234,2025-04-22T19:29:00,1,1921,46,4,38.52,0,PMT00007234,UPI,Online,Completed,154.08,INR
7235,2025-06-21T11:37:00,7,4534,124,1,29.07,5,PMT00007235,UPI,Online,Completed,27.62,INR
7236,2025-05-31T13:09:00,5,5322,90,1,59.66,0,PMT00007236,CARD,POS,Completed,59.66,INR
7237,2025-07-12T20:09:00,11,1132,47,1,25.62,5,PMT00007237,UPI,Online,Completed,24.34,INR
7238,2025-07-28T14:22:00,7,3149,155,2,25.51,10,PMT00007238,CARD,POS,Completed,45.92,INR
7239,2025-05-19T15:25:00,6,3800,70,1,50.99,5,PMT00007239,CARD,POS,Completed,48.44,INR
7240,2025-06-05T00:00:00,10,1580,69,1,70.33,0,PMT00007240,CARD,Online,Completed,70.33,INR
7241,2025-07-14T11:13:00,4,2618,198,1,51.71,0,PMT00007241,CARD,Online,Completed,51.71,INR
7242,2025-06-19T18:22:00,8,4700,51,1,61.11,0,PMT00007242,UPI,POS,Completed,61.11,INR
7243,2025-05-26T07:17:00,10,954,45,2,56.65,5,PMT00007243,CARD,Online,Completed,107.64,INR
7244,2025-04-23T07:49:00,7,4849,119,2,64.64,0,PMT00007244,CARD,POS,Completed,129.28,INR
7245,2025-08-11T12:57:00,3,5370,134,1,106.55,0,PMT00007245,UPI,POS,Completed,106.55,INR
7246,2025-04-19T14:15:00,5,4996,236,4,57.67,10,PMT00007246,UPI,POS,Completed,207.6,INR
7247,2025-06-24T02:58:00,9,3110,133,3,53.18,5,PMT00007247,UPI,Online,Pending,151.56,INR
7248,2025-05-31T19:01:00,6,629,158,4,106.89,0,PMT00007248,CASH,POS,Pending,427.56,INR
7249,2025-05-29T10:12:00,1,1537,44,2,161.63,10,PMT00007249,CARD,Online,Completed,290.94,INR
7250,2025-07-19T01:08:00,11,5865,151,1,49.68,0,PMT00007250,CARD,POS,Returned,49.68,INR
7251,2025-06-12T18:24:00,3,1866,184,1,64.16,5,PMT00007251,UPI,Online,Completed,60.95,INR
7252,2025-08-06T20:36:00,3,2239,246,1,128.52,0,PMT00007252,UPI,Online,Completed,128.52,INR
7253,2025-05-03T20:44:00,7,5504,44,1,161.63,10,PMT00007253,CARD,POS,Completed,145.47,INR
7254,2025-06-12T18:29:00,5,3763,108,1,35.47,0,PMT00007254,UPI,POS,Completed,35.47,INR
7255,2025-05-05T19:53:00,11,1756,59,1,23.12,0,PMT00007255,CARD,POS,Completed,23.12,INR
7256,2025-04-16T03:38:00,11,329,101,1,115.61,0,PMT00007256,UPI,POS,Completed,115.61,INR
7257,2025-04-18T14:53:00,7,4164,106,1,22.26,5,PMT00007257,CARD,POS,Completed,21.15,INR
7258,2025-06-08T19:27:00,9,3870,78,1,71.93,0,PMT00007258,UPI,Online,Completed,71.93,INR
7259,2025-06-09T08:23:00,10,2308,37,1,12.01,0,PMT00007259,CARD,Online,Completed,12.01,INR
7260,2025-04-01T11:41:00,11,3658,21,1,84.51,0,PMT00007260,UPI,Online,Completed,84.51,INR
7261,2025-04-14T10:51:00,12,4541,18,2,89.9,0,PMT00007261,CARD,POS,Pending,179.8,INR
7262,2025-06-07T00:13:00,8,2791,58,2,33.24,0,PMT00007262,UPI,Online,Cancelled,66.48,INR
7263,2025-07-18T02:17:00,1,717,32,1,43.33,10,PMT00007263,UPI,POS,Completed,39.0,INR
7264,2025-08-08T15:36:00,3,2343,146,1,141.07,5,PMT00007264,CARD,Online,Pending,134.02,INR
7265,2025-05-16T22:38:00,5,1693,9,1,84.96,0,PMT00007265,CARD,Online,Cancelled,84.96,INR
7266,2025-04-06T07:58:00,5,2071,204,1,54.92,10,PMT00007266,UPI,Online,Completed,49.43,INR
7267,2025-07-05T17:58:00,5,4568,31,1,33.53,0,PMT00007267,CARD,Online,Completed,33.53,INR
7268,2025-07-22T05:10:00,10,3665,46,1,38.52,10,PMT00007268,CARD,POS,Completed,34.67,INR
7269,2025-05-18T16:15:00,10,2873,92,1,86.9,0,PMT00007269,CARD,POS,Completed,86.9,INR
7270,2025-08-12T18:42:00,3,2418,204,1,54.92,20,PMT00007270,CASH,POS,Completed,43.94,INR
7271,2025-06-24T22:07:00,8,5176,190,4,117.74,15,PMT00007271,UPI,POS,Completed,400.32,INR
7272,2025-07-11T06:42:00,7,3082,107,1,63.05,0,PMT00007272,UPI,Online,Completed,63.05,INR
7273,2025-07-03T00:40:00,9,4131,180,1,82.1,10,PMT00007273,CARD,POS,Completed,73.89,INR
7274,2025-04-30T07:31:00,12,4734,198,1,51.71,5,PMT00007274,CARD,POS,Completed,49.12,INR
7275,2025-04-26T22:28:00,3,1447,186,1,60.26,0,PMT00007275,CARD,Online,Completed,60.26,INR
7276,2025-04-11T23:53:00,12,2416,168,1,51.54,0,PMT00007276,CARD,POS,Completed,51.54,INR
7277,2025-05-22T16:42:00,9,3585,45,1,56.65,5,PMT00007277,CARD,POS,Completed,53.82,INR
7278,2025-06-14T02:54:00,4,958,93,1,134.27,10,PMT00007278,UPI,Online,Completed,120.84,INR
7279,2025-07-30T10:56:00,6,1313,140,1,167.53,0,PMT00007279,CARD,POS,Completed,167.53,INR
7280,2025-06-21T13:29:00,2,3172,198,1,51.71,0,PMT00007280,CARD,POS,Completed,51.71,INR
7281,2025-08-02T16:38:00,12,1780,173,1,27.18,0,PMT00007281,CASH,Online,Pending,27.18,INR
7282,2025-05-31T08:08:00,9,1668,57,1,63.49,0,PMT00007282,WALLET,POS,Completed,63.49,INR
7283,2025-05-01T02:23:00,3,3365,113,1,52.65,0,PMT00007283,UPI,POS,Completed,52.65,INR
7284,2025-04-21T09:34:00,7,5003,88,1,34.76,0,PMT00007284,CASH,POS,Completed,34.76,INR
7285,2025-06-28T14:26:00,8,2119,34,1,46.03,0,PMT00007285,CARD,POS,Completed,46.03,INR
7286,2025-04-03T14:49:00,9,1372,53,1,62.28,0,PMT00007286,CARD,POS,Completed,62.28,INR
7287,2025-04-24T11:41:00,5,1221,30,1,64.81,5,PMT00007287,WALLET,POS,Completed,61.57,INR
7288,2025-05-01T13:01:00,3,3479,19,1,64.9,0,PMT00007288,CARD,POS,Completed,64.9,INR
7289,2025-04-28T18:31:00,6,2144,27,1,117.63,5,PMT00007289,WALLET,Online,Completed,111.75,INR
7290,2025-06-27T09:46:00,6,1530,218,1,41.08,10,PMT00007290,CARD,POS,Completed,36.97,INR
7291,2025-07-31T17:31:00,3,826,183,3,74.47,0,PMT00007291,UPI,POS,Completed,223.41,INR
7292,2025-06-27T06:47:00,8,4912,139,1,92.33,0,PMT00007292,CARD,Online,Pending,92.33,INR
7293,2025-07-25T12:41:00,6,3580,156,1,48.82,15,PMT00007293,CASH,POS,Completed,41.5,INR
7294,2025-07-30T12:57:00,5,976,185,1,16.19,5,PMT00007294,CARD,POS,Completed,15.38,INR
7295,2025-04-06T19:10:00,12,962,201,1,15.28,0,PMT00007295,UPI,POS,Completed,15.28,INR
7296,2025-05-13T04:29:00,5,3337,138,1,55.64,15,PMT00007296,UPI,POS,Completed,47.29,INR
7297,2025-06-10T09:09:00,8,3943,223,1,65.17,5,PMT00007297,CARD,Online,Completed,61.91,INR
7298,2025-06-10T08:33:00,2,2572,247,1,51.58,5,PMT00007298,WALLET,Online,Completed,49.0,INR
7299,2025-05-25T04:20:00,9,5260,49,1,31.62,0,PMT00007299,CARD,POS,Completed,31.62,INR
7300,2025-04-05T01:38:00,11,5139,137,1,69.72,0,PMT00007300,UPI,Online,Pending,69.72,INR
7301,2025-04-28T03:35:00,9,243,247,1,51.58,0,PMT00007301,CASH,POS,Completed,51.58,INR
7302,2025-05-18T02:20:00,1,2580,44,1,161.63,0,PMT00007302,UPI,POS,Cancelled,161.63,INR
7303,2025-06-12T05:52:00,8,2824,53,1,62.28,5,PMT00007303,CARD,POS,Completed,59.17,INR
7304,2025-06-11T16:05:00,1,595,64,1,30.88,10,PMT00007304,CARD,POS,Completed,27.79,INR
7305,2025-06-22T07:14:00,2,4618,7,1,36.02,10,PMT00007305,CASH,POS,Completed,32.42,INR
7306,2025-06-01T18:46:00,6,81,116,1,97.87,5,PMT00007306,CASH,POS,Completed,92.98,INR
7307,2025-05-09T23:03:00,2,1061,119,5,64.64,10,PMT00007307,CARD,Online,Completed,290.9,INR
7308,2025-04-12T07:07:00,5,268,160,1,55.57,0,PMT00007308,WALLET,Online,Completed,55.57,INR
7309,2025-04-09T12:02:00,2,1638,16,1,41.72,0,PMT00007309,CARD,Online,Completed,41.72,INR
7310,2025-05-17T00:56:00,2,791,50,1,43.49,0,PMT00007310,CARD,POS,Completed,43.49,INR
7311,2025-05-16T16:45:00,3,442,215,1,67.28,0,PMT00007311,CARD,POS,Completed,67.28,INR
7312,2025-06-25T13:53:00,6,1957,67,1,25.45,0,PMT00007312,CARD,POS,Completed,25.45,INR
7313,2025-08-10T17:48:00,1,5520,42,4,81.85,0,PMT00007313,CARD,Online,Completed,327.4,INR
7314,2025-04-13T00:43:00,5,2389,93,3,134.27,0,PMT00007314,CARD,POS,Completed,402.81,INR
7315,2025-07-17T17:16:00,12,1523,242,5,97.65,0,PMT00007315,CARD,POS,Completed,488.25,INR
7316,2025-05-12T23:28:00,2,1388,17,1,94.59,5,PMT00007316,CARD,Online,Completed,89.86,INR
7317,2025-08-09T01:10:00,2,1433,129,1,18.64,15,PMT00007317,CARD,POS,Completed,15.84,INR
7318,2025-04-03T06:55:00,9,4180,31,1,33.53,5,PMT00007318,CARD,POS,Pending,31.85,INR
7319,2025-07-07T00:35:00,5,1015,2,1,12.07,5,PMT00007319,CARD,POS,Completed,11.47,INR
7320,2025-06-08T10:04:00,11,3584,109,1,36.31,0,PMT00007320,UPI,POS,Completed,36.31,INR
7321,2025-06-06T16:38:00,11,1319,124,1,29.07,15,PMT00007321,CARD,POS,Completed,24.71,INR
7322,2025-06-10T22:31:00,12,5455,161,1,77.31,0,PMT00007322,WALLET,POS,Completed,77.31,INR
7323,2025-04-23T18:37:00,6,73,97,1,69.18,5,PMT00007323,UPI,Online,Completed,65.72,INR
7324,2025-05-11T05:52:00,11,5203,201,1,15.28,0,PMT00007324,CARD,POS,Completed,15.28,INR
7325,2025-08-13T14:47:00,5,1039,85,3,55.46,20,PMT00007325,CARD,Online,Completed,133.11,INR
7326,2025-06-28T09:25:00,5,5517,211,1,66.4,0,PMT00007326,UPI,POS,Refunded,66.4,INR
7327,2025-06-01T13:52:00,1,5217,152,1,104.84,0,PMT00007327,CARD,Online,Completed,104.84,INR
7328,2025-04-07T12:57:00,1,5129,48,1,70.34,0,PMT00007328,CARD,POS,Completed,70.34,INR
7329,2025-08-11T17:33:00,7,2913,212,2,35.94,15,PMT00007329,CARD,POS,Completed,61.1,INR
7330,2025-07-20T00:32:00,3,5363,232,2,110.99,10,PMT00007330,CARD,POS,Completed,199.78,INR
7331,2025-07-28T05:27:00,12,4909,45,1,56.65,15,PMT00007331,CARD,POS,Completed,48.15,INR
7332,2025-07-21T09:19:00,5,4270,46,1,38.52,0,PMT00007332,WALLET,POS,Returned,38.52,INR
7333,2025-05-11T16:25:00,10,1074,73,4,29.36,5,PMT00007333,CASH,POS,Completed,111.56,INR
7334,2025-05-31T13:12:00,12,4403,130,1,34.45,15,PMT00007334,CARD,Online,Completed,29.28,INR
7335,2025-04-01T13:45:00,10,5982,220,1,128.96,0,PMT00007335,CARD,POS,Completed,128.96,INR
7336,2025-07-13T23:25:00,10,3524,9,1,84.96,0,PMT00007336,WALLET,POS,Returned,84.96,INR
7337,2025-06-20T10:27:00,10,3284,106,1,22.26,0,PMT00007337,CARD,POS,Completed,22.26,INR
7338,2025-05-15T12:22:00,3,5283,89,2,10.77,0,PMT00007338,CASH,Online,Completed,21.54,INR
7339,2025-07-28T06:18:00,9,27,14,1,33.11,0,PMT00007339,UPI,POS,Completed,33.11,INR
7340,2025-07-19T11:03:00,7,2931,5,3,37.46,0,PMT00007340,UPI,POS,Completed,112.38,INR
7341,2025-07-21T02:33:00,1,4985,168,1,51.54,5,PMT00007341,WALLET,Online,Completed,48.96,INR
7342,2025-07-26T23:39:00,4,3650,244,1,15.49,10,PMT00007342,UPI,POS,Completed,13.94,INR
7343,2025-08-07T22:04:00,3,3029,96,2,94.66,0,PMT00007343,CASH,Online,Completed,189.32,INR
7344,2025-04-25T17:41:00,9,3019,53,1,62.28,0,PMT00007344,WALLET,POS,Cancelled,62.28,INR
7345,2025-06-05T10:31:00,1,2337,203,1,15.88,10,PMT00007345,UPI,Online,Completed,14.29,INR
7346,2025-06-05T07:37:00,7,1842,183,2,74.47,5,PMT00007346,UPI,Online,Completed,141.5,INR
7347,2025-06-26T14:11:00,9,1200,180,1,82.1,10,PMT00007347,CASH,POS,Cancelled,73.89,INR
7348,2025-05-05T13:28:00,1,2951,148,1,138.3,0,PMT00007348,UPI,POS,Completed,138.3,INR
7349,2025-06-11T10:50:00,7,3597,53,1,62.28,0,PMT00007349,CARD,POS,Completed,62.28,INR
7350,2025-08-04T21:07:00,11,513,102,2,18.84,0,PMT00007350,WALLET,POS,Completed,37.68,INR
7351,2025-07-20T12:58:00,12,5492,156,2,48.82,0,PMT00007351,UPI,POS,Refunded,97.64,INR
7352,2025-05-05T18:17:00,7,3707,62,6,67.98,0,PMT00007352,CASH,Online,Completed,407.88,INR
7353,2025-05-24T13:36:00,9,5288,155,1,25.51,0,PMT00007353,WALLET,Online,Completed,25.51,INR
7354,2025-05-27T00:04:00,2,5426,225,1,39.69,10,PMT00007354,CARD,POS,Completed,35.72,INR
7355,2025-07-27T23:04:00,6,1376,133,1,53.18,0,PMT00007355,CARD,Online,Completed,53.18,INR
7356,2025-06-06T08:15:00,12,810,119,1,64.64,5,PMT00007356,CARD,POS,Completed,61.41,INR
7357,2025-05-15T03:38:00,1,4668,72,1,86.48,15,PMT00007357,CARD,Online,Completed,73.51,INR
7358,2025-04-28T19:53:00,6,218,30,1,64.81,5,PMT00007358,CASH,POS,Returned,61.57,INR
7359,2025-05-24T15:16:00,3,40,102,1,18.84,5,PMT00007359,CARD,POS,Completed,17.9,INR
7360,2025-05-29T19:02:00,2,3403,168,1,51.54,0,PMT00007360,CARD,POS,Completed,51.54,INR
7361,2025-05-04T14:10:00,9,1977,227,2,70.56,15,PMT00007361,WALLET,Online,Completed,119.96,INR
7362,2025-08-02T14:35:00,8,4072,42,1,81.85,0,PMT00007362,UPI,POS,Completed,81.85,INR
7363,2025-07-28T06:33:00,8,5637,10,2,22.57,20,PMT00007363,CARD,POS,Completed,36.12,INR
7364,2025-06-07T07:29:00,11,4673,200,1,82.0,5,PMT00007364,CARD,POS,Completed,77.9,INR
7365,2025-06-20T01:35:00,8,1389,35,1,48.24,0,PMT00007365,UPI,POS,Refunded,48.24,INR
7366,2025-06-08T19:41:00,5,4209,250,3,53.36,0,PMT00007366,CARD,POS,Completed,160.08,INR
7367,2025-08-02T09:27:00,11,5445,1,1,61.63,0,PMT00007367,CARD,POS,Completed,61.63,INR
7368,2025-05-12T19:28:00,1,5033,170,1,78.33,10,PMT00007368,CARD,POS,Completed,70.5,INR
7369,2025-04-13T08:37:00,3,5610,215,1,67.28,0,PMT00007369,CARD,POS,Completed,67.28,INR
7370,2025-05-12T15:15:00,6,4926,13,1,18.15,0,PMT00007370,CASH,POS,Returned,18.15,INR
7371,2025-04-15T13:44:00,8,4545,175,1,49.91,5,PMT00007371,CARD,POS,Completed,47.41,INR
7372,2025-06-13T18:51:00,8,1278,217,1,102.97,5,PMT00007372,CASH,POS,Returned,97.82,INR
7373,2025-06-30T18:25:00,1,928,245,1,43.1,15,PMT00007373,CARD,POS,Completed,36.64,INR
7374,2025-08-16T18:57:00,9,4307,49,2,31.62,0,PMT00007374,UPI,Online,Completed,63.24,INR
7375,2025-07-10T15:50:00,8,539,228,1,64.99,0,PMT00007375,CARD,POS,Completed,64.99,INR
7376,2025-04-05T04:00:00,11,5154,90,1,59.66,0,PMT00007376,UPI,POS,Completed,59.66,INR
7377,2025-05-05T05:01:00,3,3147,52,1,108.43,0,PMT00007377,UPI,POS,Completed,108.43,INR
7378,2025-08-17T15:05:00,6,5619,21,1,84.51,0,PMT00007378,CARD,POS,Completed,84.51,INR
7379,2025-05-30T09:11:00,12,2992,168,1,51.54,10,PMT00007379,CARD,Online,Completed,46.39,INR
7380,2025-04-10T11:59:00,7,5385,102,1,18.84,10,PMT00007380,UPI,POS,Completed,16.96,INR
7381,2025-07-07T23:02:00,6,2101,246,3,128.52,0,PMT00007381,CARD,POS,Completed,385.56,INR
7382,2025-08-16T15:04:00,2,2419,145,2,65.29,0,PMT00007382,CASH,POS,Completed,130.58,INR
7383,2025-06-06T23:35:00,8,4074,20,3,91.96,0,PMT00007383,CARD,POS,Completed,275.88,INR
7384,2025-05-23T23:34:00,9,3110,100,1,22.08,0,PMT00007384,CARD,POS,Completed,22.08,INR
7385,2025-06-22T15:48:00,9,2721,188,1,25.23,0,PMT00007385,CARD,POS,Cancelled,25.23,INR
7386,2025-06-17T02:04:00,7,3366,41,2,100.04,0,PMT00007386,CARD,Online,Completed,200.08,INR
7387,2025-04-13T02:14:00,10,5791,237,1,70.64,15,PMT00007387,CARD,Online,Completed,60.04,INR
7388,2025-04-04T23:27:00,2,5335,57,1,63.49,5,PMT00007388,CARD,POS,Completed,60.32,INR
7389,2025-05-27T02:48:00,2,1988,222,1,82.68,10,PMT00007389,WALLET,POS,Completed,74.41,INR
7390,2025-05-29T22:42:00,11,5885,31,1,33.53,0,PMT00007390,UPI,Online,Completed,33.53,INR
7391,2025-04-27T02:18:00,12,4829,227,2,70.56,5,PMT00007391,CARD,Online,Completed,134.06,INR
7392,2025-05-22T12:21:00,6,4988,26,1,44.15,0,PMT00007392,CARD,POS,Completed,44.15,INR
7393,2025-04-18T06:43:00,7,5022,98,3,82.84,10,PMT00007393,UPI,POS,Pending,223.68,INR
7394,2025-07-16T10:27:00,10,4293,245,1,43.1,0,PMT00007394,UPI,POS,Completed,43.1,INR
7395,2025-05-05T16:31:00,1,593,206,1,22.75,5,PMT00007395,CARD,POS,Completed,21.61,INR
7396,2025-05-01T01:33:00,1,3493,230,1,27.33,0,PMT00007396,CASH,POS,Completed,27.33,INR
7397,2025-06-23T07:23:00,2,5733,16,1,41.72,0,PMT00007397,UPI,Online,Completed,41.72,INR
7398,2025-08-06T19:18:00,8,4609,133,1,53.18,0,PMT00007398,CARD,POS,Completed,53.18,INR
7399,2025-05-10T03:15:00,4,2139,157,1,17.28,10,PMT00007399,CARD,POS,Completed,15.55,INR
7400,2025-06-18T15:31:00,2,4217,4,1,19.23,5,PMT00007400,CARD,POS,Returned,18.27,INR
7401,2025-07-19T23:06:00,3,5981,123,1,52.93,5,PMT00007401,CARD,Online,Completed,50.28,INR
7402,2025-07-29T06:58:00,5,2168,136,1,42.89,0,PMT00007402,CARD,POS,Completed,42.89,INR
7403,2025-05-07T19:55:00,12,1515,97,1,69.18,0,PMT00007403,UPI,POS,Completed,69.18,INR
7404,2025-05-02T09:06:00,9,4072,219,1,53.94,0,PMT00007404,UPI,POS,Completed,53.94,INR
7405,2025-06-16T05:35:00,10,4873,176,1,26.16,0,PMT00007405,CASH,POS,Completed,26.16,INR
7406,2025-08-08T10:06:00,4,5415,71,1,40.04,0,PMT00007406,CASH,POS,Pending,40.04,INR
7407,2025-05-24T02:33:00,10,1354,133,1,53.18,10,PMT00007407,CARD,POS,Completed,47.86,INR
7408,2025-05-09T23:15:00,3,1207,112,1,76.65,0,PMT00007408,CARD,POS,Completed,76.65,INR
7409,2025-06-18T17:16:00,5,4356,248,1,26.53,5,PMT00007409,CARD,POS,Completed,25.2,INR
7410,2025-05-25T02:20:00,2,4616,149,1,101.87,0,PMT00007410,CARD,Online,Completed,101.87,INR
7411,2025-07-21T21:44:00,2,3953,75,1,65.89,0,PMT00007411,CARD,POS,Completed,65.89,INR
7412,2025-05-24T17:24:00,8,2878,76,1,73.83,5,PMT00007412,CARD,Online,Completed,70.14,INR
7413,2025-05-24T12:31:00,1,3698,80,1,99.68,0,PMT00007413,WALLET,POS,Completed,99.68,INR
7414,2025-04-15T19:11:00,12,3980,38,1,52.47,10,PMT00007414,CARD,POS,Completed,47.22,INR
7415,2025-06-29T10:55:00,1,1878,202,1,73.12,0,PMT00007415,UPI,POS,Completed,73.12,INR
7416,2025-06-26T22:52:00,5,685,166,1,55.79,5,PMT00007416,CASH,Online,Completed,53.0,INR
7417,2025-05-14T08:35:00,4,2009,147,1,20.79,0,PMT00007417,CASH,Online,Completed,20.79,INR
7418,2025-06-06T23:54:00,8,4594,187,1,34.88,0,PMT00007418,CARD,POS,Pending,34.88,INR
7419,2025-05-14T03:36:00,8,453,144,1,94.67,0,PMT00007419,CASH,Online,Completed,94.67,INR
7420,2025-04-11T03:41:00,2,2415,39,1,47.29,0,PMT00007420,CARD,POS,Cancelled,47.29,INR
7421,2025-06-27T10:30:00,5,2653,159,1,101.86,0,PMT00007421,UPI,Online,Completed,101.86,INR
7422,2025-06-27T16:11:00,5,5912,201,1,15.28,5,PMT00007422,CARD,POS,Completed,14.52,INR
7423,2025-04-10T02:06:00,6,93,173,1,27.18,0,PMT00007423,CARD,Online,Completed,27.18,INR
7424,2025-05-10T14:10:00,7,2293,201,1,15.28,0,PMT00007424,CARD,POS,Returned,15.28,INR
7425,2025-04-30T17:04:00,11,325,180,1,82.1,0,PMT00007425,CARD,Online,Completed,82.1,INR
7426,2025-04-02T12:09:00,10,2426,122,4,22.69,10,PMT00007426,CARD,POS,Completed,81.68,INR
7427,2025-06-25T08:30:00,6,4185,30,1,64.81,0,PMT00007427,UPI,Online,Completed,64.81,INR
7428,2025-05-20T19:45:00,7,3263,61,1,91.39,0,PMT00007428,UPI,POS,Completed,91.39,INR
7429,2025-07-10T17:47:00,8,5326,62,1,67.98,0,PMT00007429,CARD,POS,Completed,67.98,INR
7430,2025-04-16T20:30:00,8,2344,90,1,59.66,0,PMT00007430,CARD,POS,Completed,59.66,INR
7431,2025-07-09T03:51:00,4,1433,14,1,33.11,10,PMT00007431,CARD,POS,Completed,29.8,INR
7432,2025-05-12T08:01:00,4,5661,243,1,26.64,0,PMT00007432,WALLET,POS,Completed,26.64,INR
7433,2025-05-14T13:41:00,10,5945,187,3,34.88,0,PMT00007433,CARD,POS,Completed,104.64,INR
7434,2025-06-23T16:26:00,4,627,168,1,51.54,0,PMT00007434,CASH,POS,Pending,51.54,INR
7435,2025-06-04T13:57:00,1,1234,160,1,55.57,15,PMT00007435,CARD,POS,Completed,47.23,INR
7436,2025-08-05T21:26:00,12,2950,6,1,57.04,0,PMT00007436,UPI,Online,Completed,57.04,INR
7437,2025-04-01T04:36:00,7,4126,167,2,14.8,0,PMT00007437,UPI,POS,Completed,29.6,INR
7438,2025-06-06T08:06:00,7,437,25,1,56.23,0,PMT00007438,CASH,Online,Completed,56.23,INR
7439,2025-04-26T15:07:00,5,1382,69,1,70.33,0,PMT00007439,CARD,POS,Completed,70.33,INR
7440,2025-04-20T06:18:00,9,3964,91,3,71.58,15,PMT00007440,UPI,Online,Completed,182.52,INR
7441,2025-05-18T09:55:00,6,1742,159,1,101.86,0,PMT00007441,WALLET,Online,Completed,101.86,INR
7442,2025-08-16T23:05:00,10,4430,161,1,77.31,5,PMT00007442,CASH,POS,Completed,73.44,INR
7443,2025-06-21T06:38:00,12,3367,66,2,116.28,0,PMT00007443,CARD,POS,Cancelled,232.56,INR
7444,2025-07-18T12:11:00,11,1162,1,5,61.63,10,PMT00007444,UPI,POS,Completed,277.35,INR
7445,2025-07-09T01:19:00,4,4309,87,1,54.84,0,PMT00007445,UPI,POS,Completed,54.84,INR
7446,2025-06-26T19:16:00,2,174,94,1,67.68,10,PMT00007446,WALLET,POS,Completed,60.91,INR
7447,2025-05-31T12:23:00,5,1313,65,1,53.76,15,PMT00007447,UPI,POS,Completed,45.7,INR
7448,2025-06-09T23:25:00,6,810,25,1,56.23,0,PMT00007448,CARD,Online,Completed,56.23,INR
7449,2025-06-22T05:32:00,8,5072,220,1,128.96,0,PMT00007449,CASH,POS,Completed,128.96,INR
7450,2025-08-16T21:00:00,1,3904,75,1,65.89,15,PMT00007450,CARD,POS,Completed,56.01,INR
7451,2025-07-20T08:49:00,7,1948,5,1,37.46,0,PMT00007451,UPI,POS,Completed,37.46,INR
7452,2025-08-16T01:03:00,7,937,218,3,41.08,15,PMT00007452,UPI,POS,Completed,104.76,INR
7453,2025-05-21T16:35:00,3,4659,47,1,25.62,0,PMT00007453,CARD,Online,Completed,25.62,INR
