PaymentID,OrderID,Amount,Currency,Method,Gateway,Status,AuthCode,FraudScore
PMT00005089,5089,34.32,INR,CARD,Stripe,Captured,XFUKTN81,0.127
PMT00005090,5090,57.58,INR,CARD,Cashdesk,Captured,33SBFOIX,0.297
PMT00005091,5091,36.66,INR,UPI,Stripe,Pending,C06ABWNK,0.054
PMT00005092,5092,74.47,INR,WALLET,Stripe,Captured,AT5D8RK0,0.112
PMT00005093,5093,200.08,INR,CARD,PayU,Captured,69ZT9KOF,0.086
PMT00005094,5094,62.08,INR,CARD,PayU,Captured,SGS1GW8P,0.16
PMT00005095,5095,84.53,INR,CARD,PayU,Captured,VVAYFCTC,0.078
PMT00005096,5096,73.12,INR,CARD,Razorpay,Captured,8LEWTEMH,0.109
PMT00005097,5097,162.54,INR,CASH,Razorpay,Captured,HMYUN6AN,0.083
PMT00005098,5098,81.46,INR,CARD,PayU,Captured,KQZU3CT9,0.009
PMT00005099,5099,57.04,INR,CASH,Stripe,Captured,S7DC6JAE,0.024
PMT00005100,5100,63.7,INR,WALLET,Cashdesk,Captured,YYJWYW39,0.065
PMT00005101,5101,53.0,INR,CARD,PayU,Captured,DRAKCDBW,0.04
PMT00005102,5102,18.64,INR,WALLET,PayU,Captured,ALR668SO,0.062
PMT00005103,5103,38.43,INR,CARD,Razorpay,Captured,EL0JX3PH,0.082
PMT00005104,5104,43.33,INR,CARD,Razorpay,Captured,I5IH1GC8,0.113
PMT00005105,5105,12.65,INR,UPI,Cashdesk,Captured,VSHTRXSH,0.077
PMT00005106,5106,34.59,INR,CARD,Cashdesk,Pending,N1D5P68U,0.077
PMT00005107,5107,122.19,INR,CARD,PayU,Captured,QAP108B1,0.036
PMT00005108,5108,108.43,INR,WALLET,Stripe,Captured,BWQ6FODN,0.064
PMT00005109,5109,78.7,INR,CASH,PayU,Pending,PMK5ILDI,0.174
PMT00005110,5110,77.31,INR,CARD,Cashdesk,Captured,D32Y05U4,0.078
PMT00005111,5111,77.76,INR,UPI,PayU,Captured,IX5BLGU8,0.049
PMT00005112,5112,106.89,INR,UPI,Stripe,Captured,RLYFWAOU,0.17
PMT00005113,5113,62.08,INR,UPI,Stripe,Captured,KCJWQ3PX,0.084
PMT00005114,5114,125.24,INR,UPI,Razorpay,Captured,5LNO2A17,0.084
PMT00005115,5115,57.04,INR,CARD,Razorpay,Captured,KC437ASF,0.239
PMT00005116,5116,61.74,INR,UPI,Stripe,Pending,HHM5WKAU,0.053
PMT00005117,5117,119.2,INR,CASH,Razorpay,Captured,LUMQW4CZ,0.036
PMT00005118,5118,19.46,INR,CARD,Cashdesk,Captured,NJUKFT1F,0.179
PMT00005119,5119,82.0,INR,UPI,Cashdesk,Captured,HH8ZQBUF,0.067
PMT00005120,5120,43.08,INR,UPI,Razorpay,Captured,UQ7SWPMU,0.018
PMT00005121,5121,27.62,INR,UPI,PayU,Captured,TNU3SWNH,0.009
PMT00005122,5122,66.14,INR,UPI,PayU,Captured,ICH3I9OR,0.169
PMT00005123,5123,64.64,INR,UPI,PayU,Captured,7OIT17JB,0.132
PMT00005124,5124,74.41,INR,CARD,Razorpay,Captured,RGI8ZKKV,0.181
PMT00005125,5125,41.82,INR,WALLET,Razorpay,Captured,INTHWI2L,0.145
PMT00005126,5126,118.63,INR,UPI,PayU,Captured,K3FXQJI2,0.033
PMT00005127,5127,124.12,INR,CASH,Cashdesk,Captured,H8HIWDK7,0.185
PMT00005128,5128,67.18,INR,CARD,Stripe,Captured,IMBYY9JH,0.099
PMT00005129,5129,72.05,INR,UPI,Stripe,Captured,CZG7VP6G,0.009
PMT00005130,5130,31.87,INR,CARD,Razorpay,Captured,87QTHQUA,0.037
PMT00005131,5131,81.86,INR,WALLET,Cashdesk,Captured,LQOZ36SY,0.015
PMT00005132,5132,903.87,INR,CARD,PayU,Captured,ULIEACPO,0.079
PMT00005133,5133,69.18,INR,CARD,Stripe,Captured,6PS42ENM,0.184
PMT00005134,5134,204.8,INR,WALLET,Stripe,Captured,16H34WWI,0.054
PMT00005135,5135,29.24,INR,CARD,PayU,Captured,5XMD2WFH,0.05
PMT00005136,5136,141.07,INR,UPI,Razorpay,Captured,M7KW3SPK,0.077
PMT00005137,5137,60.98,INR,CARD,PayU,Captured,0H2KHPIC,0.046
PMT00005138,5138,68.0,INR,UPI,Razorpay,Captured,U5LKFSYV,0.067
PMT00005139,5139,52.1,INR,UPI,Razorpay,Captured,LJCBKQS7,0.108
PMT00005140,5140,45.97,INR,WALLET,Stripe,Captured,NHVYMQ1A,0.042
PMT00005141,5141,41.08,INR,CASH,Stripe,Captured,DJ7XHAZF,0.143
PMT00005142,5142,28.6,INR,CASH,Razorpay,Captured,9CQGZDUU,0.014
PMT00005143,5143,67.68,INR,CARD,PayU,Captured,NOJETZ8S,0.12
PMT00005144,5144,45.5,INR,CARD,PayU,Captured,ZV6061ZV,0.163
PMT00005145,5145,69.72,INR,UPI,Stripe,Captured,1M1Q3RL8,0.067
PMT00005146,5146,44.15,INR,CARD,Razorpay,Captured,30EDJQ38,0.091
PMT00005147,5147,70.56,INR,UPI,Razorpay,Captured,VQZE7F4H,0.052
PMT00005148,5148,221.73,INR,UPI,PayU,Captured,OP7SL1JE,0.127
PMT00005149,5149,39.69,INR,CARD,PayU,Captured,W2G8RAXV,0.073
PMT00005150,5150,127.6,INR,CARD,Stripe,Captured,F9LPGTJU,0.084
PMT00005151,5151,34.32,INR,CARD,Cashdesk,Captured,V7D4RIBC,0.046
PMT00005152,5152,37.46,INR,CARD,PayU,Captured,HJ8GL7PJ,0.085
PMT00005153,5153,176.6,INR,UPI,Stripe,Captured,0RLX4JS0,0.078
PMT00005154,5154,87.72,INR,UPI,Razorpay,Captured,J2SMNP57,0.092
PMT00005155,5155,52.17,INR,UPI,PayU,Pending,T610YX4J,0.268
PMT00005156,5156,229.26,INR,CASH,PayU,Captured,SWLS4F0S,0.116
PMT00005157,5157,97.51,INR,CARD,Razorpay,Captured,VVASZXSK,0.125
PMT00005158,5158,249.48,INR,CASH,Razorpay,Pending,043HG618,0.174
PMT00005159,5159,105.3,INR,CARD,Cashdesk,Captured,TY5X7IAT,0.021
PMT00005160,5160,106.55,INR,UPI,PayU,Pending,FB51GGNF,0.06
PMT00005161,5161,69.72,INR,CARD,PayU,Captured,O62G7J0F,0.174
PMT00005162,5162,73.83,INR,UPI,Cashdesk,Captured,T5KBNA6W,0.125
PMT00005163,5163,292.95,INR,UPI,PayU,Captured,NL1ULJA6,0.075
PMT00005164,5164,28.14,INR,UPI,PayU,Captured,SGQOL3WS,0.05
PMT00005165,5165,51.2,INR,CARD,Stripe,Captured,KOBIAAO8,0.067
PMT00005166,5166,43.1,INR,CARD,Cashdesk,Captured,XBS913S7,0.017
PMT00005167,5167,15.38,INR,UPI,Razorpay,Captured,6AWF0TCU,0.097
PMT00005168,5168,100.59,INR,CASH,Razorpay,Captured,ZUOWVKTY,0.137
PMT00005169,5169,46.65,INR,UPI,Stripe,Captured,KNJWBAYS,0.071
PMT00005170,5170,59.13,INR,CARD,PayU,Captured,L5JKUYXC,0.122
PMT00005171,5171,34.59,INR,WALLET,Cashdesk,Captured,3AAAEBVG,0.241
PMT00005172,5172,63.08,INR,CARD,Stripe,Captured,IIESVDUD,0.071
PMT00005173,5173,30.04,INR,UPI,Razorpay,Captured,4H54P8ZC,0.058
PMT00005174,5174,52.1,INR,CASH,Cashdesk,Captured,OG0AVTK3,0.169
PMT00005175,5175,41.37,INR,CARD,Stripe,Captured,NUNHLKQ4,0.049
PMT00005176,5176,43.95,INR,WALLET,PayU,Captured,PV0LK1QG,0.044
PMT00005177,5177,51.2,INR,CARD,Cashdesk,Captured,TNF14SB5,0.129
PMT00005178,5178,62.6,INR,CARD,PayU,Captured,EMUJX64M,0.116
PMT00005179,5179,120.84,INR,CARD,PayU,Captured,OR0ESTCT,0.203
PMT00005180,5180,15.28,INR,CASH,Cashdesk,Captured,TOH0NHEM,0.123
PMT00005181,5181,257.04,INR,CARD,Razorpay,Captured,JGBQKGKL,0.062
PMT00005182,5182,195.74,INR,CARD,Cashdesk,Captured,3Z01Q3KX,0.108
PMT00005183,5183,124.16,INR,CASH,PayU,Captured,Y7SHP59M,0.014
PMT00005184,5184,60.95,INR,UPI,Cashdesk,Pending,VK6FWVR9,0.225
PMT00005185,5185,47.86,INR,CARD,Cashdesk,Captured,C1HJ5ZG3,0.045
PMT00005186,5186,25.51,INR,CARD,Razorpay,Captured,2BA0ZYE8,0.032
PMT00005187,5187,10.77,INR,WALLET,Cashdesk,Pending,4RNFJRJE,0.145
PMT00005188,5188,156.66,INR,UPI,PayU,Captured,KQI3B8O1,0.15
PMT00005189,5189,65.89,INR,CARD,PayU,Captured,YF5G52S8,0.248
PMT00005190,5190,108.12,INR,CARD,PayU,Pending,ZUQTLWBU,0.133
PMT00005191,5191,55.17,INR,UPI,PayU,Captured,IYC72IND,0.009
PMT00005192,5192,55.79,INR,UPI,Stripe,Captured,705G7E6X,0.037
PMT00005193,5193,79.12,INR,CARD,Stripe,Pending,QCXJ7D2B,0.154
PMT00005194,5194,15.38,INR,UPI,Razorpay,Captured,LMRFY1TR,0.121
PMT00005195,5195,31.87,INR,CARD,Cashdesk,Captured,G7SVEBOC,0.113
PMT00005196,5196,53.18,INR,CARD,Cashdesk,Captured,G7H0QMG0,0.325
PMT00005197,5197,86.9,INR,CARD,Razorpay,Captured,9CL2URLY,0.116
PMT00005198,5198,110.36,INR,CARD,Razorpay,Captured,M7TIN8YB,0.066
PMT00005199,5199,382.1,INR,UPI,PayU,Captured,O6A1ELMG,0.212
PMT00005200,5200,29.24,INR,UPI,Cashdesk,Captured,EYARZ14U,0.162
PMT00005201,5201,465.12,INR,CARD,Stripe,Captured,KQNK4BOO,0.035
PMT00005202,5202,19.46,INR,CARD,PayU,Captured,P98E6FF4,0.116
PMT00005203,5203,214.74,INR,UPI,PayU,Captured,TFUWP186,0.069
PMT00005204,5204,35.94,INR,WALLET,Stripe,Captured,W4V4PSV8,0.175
PMT00005205,5205,22.75,INR,WALLET,PayU,Pending,PKPL1N7S,0.193
PMT00005206,5206,34.76,INR,CARD,Cashdesk,Captured,X9Y5EDEW,0.053
PMT00005207,5207,91.39,INR,CARD,PayU,Captured,Z2V6NYC3,0.158
PMT00005208,5208,21.07,INR,CARD,PayU,Captured,7P04X7IA,0.302
PMT00005209,5209,33.53,INR,UPI,Stripe,Captured,BVF589X7,0.029
PMT00005210,5210,57.14,INR,CARD,PayU,Captured,T30JHNWC,0.081
PMT00005211,5211,53.76,INR,UPI,PayU,Captured,40WYGCSS,0.091
PMT00005212,5212,10.77,INR,CARD,Stripe,Captured,M2R7SNKY,0.08
PMT00005213,5213,22.96,INR,CARD,Cashdesk,Captured,352C4XA7,0.091
PMT00005214,5214,94.67,INR,UPI,Cashdesk,Captured,1YI34IF7,0.324
PMT00005215,5215,26.64,INR,UPI,Cashdesk,Captured,O49WJ3G3,0.162
PMT00005216,5216,23.12,INR,CARD,Razorpay,Captured,LUEW0SQ7,0.192
PMT00005217,5217,68.99,INR,CASH,PayU,Captured,SROAQCV0,0.098
PMT00005218,5218,81.85,INR,CARD,PayU,Captured,PEHQ5QR8,0.147
PMT00005219,5219,28.15,INR,WALLET,Cashdesk,Captured,Z2PKPGIM,0.257
PMT00005220,5220,102.97,INR,CARD,Stripe,Captured,D7GMON5A,0.006
PMT00005221,5221,25.31,INR,CARD,Razorpay,Captured,S39ZBYAU,0.098
PMT00005222,5222,71.15,INR,UPI,Razorpay,Captured,TI3TWAOM,0.03
PMT00005223,5223,45.97,INR,CASH,Stripe,Captured,5CQ5UDFG,0.196
PMT00005224,5224,53.82,INR,UPI,PayU,Captured,OIOONS4K,0.148
PMT00005225,5225,106.89,INR,CASH,Razorpay,Captured,X4Z4HHDI,0.077
PMT00005226,5226,18.5,INR,CASH,Stripe,Captured,K8XN2TDL,0.081
PMT00005227,5227,82.0,INR,CARD,PayU,Captured,L3I6GUHN,0.075
PMT00005228,5228,61.18,INR,CARD,Stripe,Captured,JDSMKIZ7,0.129
PMT00005229,5229,149.15,INR,UPI,Stripe,Captured,PZ89DEYL,0.04
PMT00005230,5230,68.45,INR,CARD,Stripe,Captured,IJ1FOEFU,0.014
PMT00005231,5231,15.49,INR,CARD,Cashdesk,Captured,0WC48OMV,0.028
PMT00005232,5232,52.65,INR,CARD,Cashdesk,Captured,0DF2BWKW,0.117
PMT00005233,5233,54.92,INR,UPI,Razorpay,Captured,2DDPACD8,0.109
PMT00005234,5234,67.4,INR,UPI,Razorpay,Captured,120OGLYU,0.238
PMT00005235,5235,79.0,INR,CASH,Razorpay,Captured,ACGSV5BG,0.099
PMT00005236,5236,156.56,INR,CARD,Cashdesk,Captured,EEI4P8D1,0.027
PMT00005237,5237,61.4,INR,CARD,Razorpay,Captured,4L3NYDVO,0.094
PMT00005238,5238,49.0,INR,CARD,Stripe,Captured,1155QKWP,0.114
PMT00005239,5239,22.57,INR,UPI,Cashdesk,Captured,J2ZT08J1,0.041
PMT00005240,5240,39.74,INR,CARD,PayU,Captured,7SOLHE2A,0.027
PMT00005241,5241,36.03,INR,UPI,Cashdesk,Captured,DPTWYDKP,0.058
PMT00005242,5242,36.23,INR,CARD,Stripe,Pending,8TIT7X5Y,0.062
PMT00005243,5243,73.83,INR,CARD,Razorpay,Captured,49YAF2UH,0.12
PMT00005244,5244,50.99,INR,CARD,Razorpay,Captured,I4BIGV5Q,0.134
PMT00005245,5245,35.59,INR,CARD,Razorpay,Captured,59G9FL42,0.318
PMT00005246,5246,64.58,INR,UPI,PayU,Captured,1XHQRJEP,0.096
PMT00005247,5247,130.34,INR,CASH,Razorpay,Captured,R585WUJF,0.081
PMT00005248,5248,20.79,INR,CARD,PayU,Captured,1SY8Y4LF,0.165
PMT00005249,5249,61.63,INR,CARD,Stripe,Captured,D6Z3A8W3,0.047
PMT00005250,5250,86.9,INR,CARD,PayU,Captured,QP2X5R3T,0.187
PMT00005251,5251,69.52,INR,WALLET,PayU,Pending,ZXURETJ3,0.053
PMT00005252,5252,174.8,INR,CASH,Stripe,Captured,M1HCWLML,0.071
PMT00005253,5253,28.83,INR,CASH,Razorpay,Pending,T7V9P79Z,0.043
PMT00005254,5254,94.37,INR,CARD,Stripe,Captured,WVLP1CXE,0.134
PMT00005255,5255,64.81,INR,UPI,Razorpay,Captured,AEIKSGBP,0.067
PMT00005256,5256,38.52,INR,WALLET,Razorpay,Captured,39MFW5Q5,0.192
PMT00005257,5257,117.63,INR,CARD,Cashdesk,Captured,OV8MW60Z,0.104
PMT00005258,5258,31.45,INR,CARD,Stripe,Captured,JMEDQ6S1,0.022
PMT00005259,5259,47.23,INR,CARD,Stripe,Captured,145GNDPV,0.016
PMT00005260,5260,166.71,INR,CARD,PayU,Captured,X3K9IY7N,0.053
PMT00005261,5261,27.33,INR,CARD,PayU,Captured,GNAYSJF3,0.166
PMT00005262,5262,63.05,INR,CARD,Cashdesk,Pending,EKVJ3QNG,0.147
PMT00005263,5263,134.02,INR,CARD,PayU,Captured,OL6C1FF6,0.057
PMT00005264,5264,22.69,INR,CARD,Cashdesk,Captured,JQB4D2ID,0.385
PMT00005265,5265,22.71,INR,CARD,Stripe,Captured,O2OCS9VA,0.155
PMT00005266,5266,516.64,INR,CARD,PayU,Captured,H5IQUITI,0.369
PMT00005267,5267,52.93,INR,CASH,Razorpay,Captured,5D5RWAVC,0.226
PMT00005268,5268,25.45,INR,CARD,PayU,Captured,ILYT9669,0.114
PMT00005269,5269,84.51,INR,UPI,PayU,Captured,TXW7SYAO,0.034
PMT00005270,5270,129.03,INR,CARD,Stripe,Captured,UMR5CHPD,0.231
PMT00005271,5271,362.97,INR,WALLET,Razorpay,Captured,W0IGQ5Y2,0.077
PMT00005272,5272,60.1,INR,CARD,Cashdesk,Captured,I11SDKS7,0.179
PMT00005273,5273,44.6,INR,UPI,Razorpay,Captured,8NDPVPHH,0.121
PMT00005274,5274,36.31,INR,CARD,PayU,Captured,P8VCWGR4,0.101
PMT00005275,5275,91.96,INR,UPI,PayU,Captured,AY1JSL14,0.109
PMT00005276,5276,352.89,INR,CARD,Stripe,Captured,YQ7N1YZV,0.047
PMT00005277,5277,105.86,INR,UPI,Stripe,Captured,HU6ZM0DQ,0.043
PMT00005278,5278,31.31,INR,CASH,Stripe,Captured,BD154CKQ,0.093
PMT00005279,5279,86.48,INR,CARD,PayU,Captured,7N4NSAC9,0.105
PMT00005280,5280,108.34,INR,CARD,Razorpay,Captured,XVKS20EG,0.101
PMT00005281,5281,28.25,INR,WALLET,Stripe,Captured,YZ51BIQ3,0.086
PMT00005282,5282,44.36,INR,CARD,PayU,Captured,QINJV7GP,0.149
PMT00005283,5283,57.25,INR,CARD,Cashdesk,Pending,MEOZF6ML,0.05
PMT00005284,5284,118.63,INR,CARD,Stripe,Captured,C2350534,0.042
PMT00005285,5285,114.13,INR,UPI,Cashdesk,Captured,UQ6ID8XY,0.214
PMT00005286,5286,89.9,INR,UPI,Stripe,Captured,XJMSLHB7,0.068
PMT00005287,5287,34.45,INR,UPI,Razorpay,Captured,VJ0POJKK,0.092
PMT00005288,5288,53.94,INR,CARD,PayU,Captured,LK7787DW,0.116
PMT00005289,5289,575.46,INR,CARD,PayU,Pending,NJV200Q6,0.083
PMT00005290,5290,15.38,INR,CASH,Razorpay,Captured,OJAGQYJ9,0.066
PMT00005291,5291,82.68,INR,CARD,PayU,Captured,NDQJQZ24,0.251
PMT00005292,5292,529.76,INR,UPI,Cashdesk,Captured,IJN43G48,0.048
PMT00005293,5293,18.15,INR,UPI,Stripe,Captured,SWMLS92G,0.109
PMT00005294,5294,116.82,INR,WALLET,Cashdesk,Captured,5HBQDQN9,0.021
PMT00005295,5295,53.07,INR,CASH,Stripe,Pending,RCBFZWWC,0.045
PMT00005296,5296,82.84,INR,UPI,Cashdesk,Captured,VQ52IP1W,0.115
PMT00005297,5297,122.82,INR,UPI,Razorpay,Captured,SQAA92IB,0.075
PMT00005298,5298,38.52,INR,UPI,Stripe,Captured,MDZXC3H5,0.077
PMT00005299,5299,10.77,INR,CASH,PayU,Captured,A83GULNU,0.11
PMT00005300,5300,211.92,INR,UPI,Cashdesk,Captured,U96PXAJM,0.181
PMT00005301,5301,138.3,INR,UPI,PayU,Captured,UIRYCGFT,0.026
PMT00005302,5302,37.71,INR,CARD,Stripe,Captured,E1JG9SER,0.167
PMT00005303,5303,585.9,INR,CARD,PayU,Captured,KF820XYE,0.113
PMT00005304,5304,365.46,INR,CARD,PayU,Captured,ROPI6E1B,0.13
PMT00005305,5305,148.94,INR,CARD,Razorpay,Captured,BOEOJWGD,0.189
PMT00005306,5306,40.95,INR,CARD,Stripe,Captured,5DP4SE5T,0.05
PMT00005307,5307,78.26,INR,CASH,Stripe,Captured,4WPJMDEC,0.117
PMT00005308,5308,40.73,INR,CARD,PayU,Captured,SWZ7UMEN,0.122
PMT00005309,5309,51.24,INR,UPI,Stripe,Captured,0WH72447,0.122
PMT00005310,5310,18.84,INR,CARD,Cashdesk,Captured,6ZSIQ10L,0.128
PMT00005311,5311,106.01,INR,WALLET,PayU,Captured,PJJ6UFWO,0.106
PMT00005312,5312,73.44,INR,UPI,PayU,Captured,EUCSIEJ5,0.102
PMT00005313,5313,149.78,INR,UPI,Stripe,Captured,JTBXWYOD,0.232
PMT00005314,5314,42.89,INR,UPI,Cashdesk,Captured,ONE48KUW,0.14
PMT00005315,5315,28.15,INR,CARD,Stripe,Captured,GJUZXGED,0.121
PMT00005316,5316,66.52,INR,CARD,Stripe,Captured,TKREW1G1,0.034
PMT00005317,5317,53.18,INR,CARD,PayU,Captured,0334ETLY,0.12
PMT00005318,5318,149.84,INR,CARD,PayU,Pending,Z1QI0HTV,0.045
PMT00005319,5319,99.82,INR,WALLET,PayU,Captured,2I8UVXG0,0.208
PMT00005320,5320,114.94,INR,CARD,Razorpay,Captured,MBKUFCRJ,0.086
PMT00005321,5321,77.84,INR,CARD,Razorpay,Captured,49ONO3SO,0.111
PMT00005322,5322,84.96,INR,UPI,Razorpay,Captured,T1WBX69B,0.119
PMT00005323,5323,54.92,INR,WALLET,PayU,Captured,GQYM1RLM,0.039
PMT00005324,5324,74.24,INR,UPI,Stripe,Captured,DUUOOZ7P,0.05
PMT00005325,5325,17.31,INR,CARD,Stripe,Captured,QGA10JHS,0.16
PMT00005326,5326,51.34,INR,CARD,Cashdesk,Captured,56B5O6UK,0.102
PMT00005327,5327,40.95,INR,CARD,Cashdesk,Captured,SC2HRFSQ,0.183
PMT00005328,5328,27.33,INR,CASH,Stripe,Captured,ICKYVIV2,0.163
PMT00005329,5329,111.02,INR,CARD,Cashdesk,Captured,57VMZ19J,0.388
PMT00005330,5330,42.18,INR,CARD,Razorpay,Captured,2040TB1R,0.113
PMT00005331,5331,61.4,INR,CARD,Stripe,Captured,7KFO30PO,0.35
PMT00005332,5332,23.12,INR,CARD,Cashdesk,Captured,E3T8MRYV,0.078
PMT00005333,5333,93.78,INR,CARD,Cashdesk,Captured,QAE7BDMS,0.068
PMT00005334,5334,53.36,INR,WALLET,Cashdesk,Captured,HUZX1L5Y,0.143
PMT00005335,5335,111.23,INR,UPI,Razorpay,Captured,6QVJZH78,0.201
PMT00005336,5336,13.32,INR,CASH,PayU,Captured,RI3DYV6P,0.052
PMT00005337,5337,63.49,INR,CARD,Razorpay,Captured,3RJM7VUQ,0.292
PMT00005338,5338,53.18,INR,UPI,Stripe,Captured,OJ244E6G,0.188
PMT00005339,5339,110.34,INR,UPI,Cashdesk,Captured,T7RMPPC3,0.268
PMT00005340,5340,33.06,INR,CARD,Razorpay,Captured,92IDF5C5,0.178
PMT00005341,5341,34.45,INR,CARD,Razorpay,Captured,QZHJS76Q,0.094
PMT00005342,5342,97.65,INR,CARD,Cashdesk,Captured,3MO7LO0Z,0.103
PMT00005343,5343,43.49,INR,WALLET,Cashdesk,Pending,UML51O2N,0.053
PMT00005344,5344,60.1,INR,CARD,Razorpay,Captured,85HIL1B8,0.304
PMT00005345,5345,118.99,INR,CARD,Razorpay,Captured,WJJ3ZB8I,0.062
PMT00005346,5346,22.69,INR,WALLET,Razorpay,Captured,5JT6GTLP,0.027
PMT00005347,5347,55.46,INR,UPI,Razorpay,Pending,LSJVECLJ,0.034
PMT00005348,5348,44.06,INR,UPI,Cashdesk,Captured,MJQVMPNK,0.115
PMT00005349,5349,76.86,INR,CARD,Razorpay,Captured,NMF9GXPG,0.165
PMT00005350,5350,36.4,INR,UPI,Stripe,Captured,6PD8707O,0.082
PMT00005351,5351,43.67,INR,CARD,PayU,Captured,4AUD0RWO,0.134
PMT00005352,5352,25.62,INR,CASH,PayU,Captured,IF0YSMF0,0.064
PMT00005353,5353,198.09,INR,UPI,Cashdesk,Captured,3Y448OKK,0.132
PMT00005354,5354,82.0,INR,UPI,PayU,Captured,S8X3CCK7,0.09
PMT00005355,5355,333.06,INR,CARD,Cashdesk,Captured,7XP1GJ0X,0.197
PMT00005356,5356,179.42,INR,CARD,Cashdesk,Captured,OVAAL7Y2,0.176
PMT00005357,5357,102.92,INR,UPI,PayU,Captured,VLDQRHZG,0.213
PMT00005358,5358,31.92,INR,UPI,Stripe,Captured,198ISTIM,0.021
PMT00005359,5359,54.79,INR,CARD,Razorpay,Captured,FQ8UC5KI,0.105
PMT00005360,5360,104.65,INR,CARD,Razorpay,Captured,4B8R9MTC,0.033
PMT00005361,5361,74.24,INR,UPI,Cashdesk,Captured,GQKBLWLS,0.014
PMT00005362,5362,34.22,INR,CARD,Stripe,Captured,PDJJISLJ,0.236
PMT00005363,5363,64.34,INR,CARD,Razorpay,Captured,PAUSZSSH,0.029
PMT00005364,5364,200.08,INR,WALLET,Razorpay,Pending,29DXWF6H,0.122
PMT00005365,5365,216.68,INR,UPI,Razorpay,Pending,T3REI5I8,0.125
PMT00005366,5366,38.32,INR,WALLET,Cashdesk,Captured,M69X95P4,0.13
PMT00005367,5367,143.88,INR,CARD,Stripe,Captured,AKVSS8OD,0.107
PMT00005368,5368,693.66,INR,UPI,Stripe,Captured,OHYYI5JQ,0.237
PMT00005369,5369,43.51,INR,CARD,Stripe,Captured,AOBUHH3G,0.141
PMT00005370,5370,101.86,INR,CASH,Cashdesk,Captured,BI0MJCQG,0.025
PMT00005371,5371,65.29,INR,UPI,Razorpay,Pending,GDWAXPCD,0.165
PMT00005372,5372,14.52,INR,CASH,Cashdesk,Captured,OV0NOVGU,0.123
PMT00005373,5373,54.09,INR,WALLET,Razorpay,Captured,MM7HX0LV,0.058
PMT00005374,5374,34.45,INR,UPI,Stripe,Captured,50K3TW43,0.154
PMT00005375,5375,49.79,INR,CARD,Stripe,Captured,M2E6Y5UL,0.054
PMT00005376,5376,35.47,INR,WALLET,Razorpay,Captured,T4BI8U0J,0.105
PMT00005377,5377,124.47,INR,CARD,Stripe,Pending,W92E301S,0.098
PMT00005378,5378,55.18,INR,CARD,PayU,Captured,S3K4602V,0.023
PMT00005379,5379,298.8,INR,UPI,Stripe,Pending,S5T49BX8,0.087
PMT00005380,5380,353.2,INR,CARD,Stripe,Captured,7CCB4Y56,0.077
PMT00005381,5381,58.65,INR,CARD,Cashdesk,Captured,3UXSQKBX,0.33
PMT00005382,5382,58.51,INR,CASH,PayU,Captured,0ZGBFNKB,0.08
PMT00005383,5383,36.62,INR,CARD,Stripe,Captured,RQ0DDL45,0.144
PMT00005384,5384,223.5,INR,UPI,Cashdesk,Captured,0AR13IJI,0.199
PMT00005385,5385,33.24,INR,CASH,Razorpay,Captured,SKO7LO6F,0.042
PMT00005386,5386,68.9,INR,UPI,PayU,Pending,L8BJXR6V,0.038
PMT00005387,5387,66.4,INR,WALLET,Stripe,Captured,YDW7JOL5,0.196
PMT00005388,5388,62.28,INR,UPI,PayU,Captured,OSJWOES0,0.048
PMT00005389,5389,87.36,INR,UPI,Stripe,Captured,LY1LG70C,0.046
PMT00005390,5390,52.47,INR,CARD,Cashdesk,Captured,3VN5NVLB,0.121
PMT00005391,5391,54.92,INR,UPI,PayU,Pending,AWGWMVRW,0.043
PMT00005392,5392,111.71,INR,CASH,PayU,Captured,XYUDQLY2,0.235
PMT00005393,5393,66.82,INR,CARD,Stripe,Captured,OQC78RK8,0.103
PMT00005394,5394,71.93,INR,UPI,PayU,Captured,1V2YLA61,0.292
PMT00005395,5395,103.01,INR,WALLET,Razorpay,Captured,6IH4UGAD,0.163
PMT00005396,5396,52.47,INR,CARD,PayU,Captured,BL270HOK,0.066
PMT00005397,5397,195.74,INR,WALLET,PayU,Captured,MQICDQ11,0.051
PMT00005398,5398,63.31,INR,CARD,Razorpay,Captured,O1VPQ8OL,0.201
PMT00005399,5399,51.2,INR,UPI,Stripe,Captured,V8YZA7CS,0.04
PMT00005400,5400,70.64,INR,CARD,PayU,Captured,R8VOG7FQ,0.098
PMT00005401,5401,64.81,INR,CASH,PayU,Captured,200Z26KI,0.066
PMT00005402,5402,33.59,INR,CARD,Razorpay,Captured,EHP18NT9,0.094
PMT00005403,5403,51.2,INR,CARD,PayU,Captured,63NBF0HB,0.098
PMT00005404,5404,94.67,INR,CASH,PayU,Pending,3CZJY2JT,0.04
PMT00005405,5405,87.71,INR,CARD,Razorpay,Captured,0UTXSZGP,0.086
PMT00005406,5406,228.16,INR,WALLET,Razorpay,Pending,E835ORDA,0.015
PMT00005407,5407,91.39,INR,UPI,PayU,Captured,UVNVLMX0,0.206
PMT00005408,5408,57.42,INR,CARD,PayU,Captured,GCU0N7Y7,0.075
PMT00005409,5409,33.02,INR,CARD,Cashdesk,Captured,NBW6GL56,0.075
PMT00005410,5410,56.05,INR,CASH,Razorpay,Captured,XE3GV7AY,0.251
PMT00005411,5411,51.58,INR,UPI,Cashdesk,Captured,JL26ST34,0.082
