TransactionID,CustomerID,TransactionDate,ProductID,Quantity,Amount,StoreID
2383,84,2023-10-21 11:26:39,261,4,67.38,40
2384,410,2025-02-14 03:55:22,368,5,364.72,34
2385,335,2023-11-01 11:31:38,45,5,35.95,38
2386,322,2024-08-03 13:53:16,55,5,325.42,30
2387,481,2024-10-01 07:57:34,158,4,222.48,14
2388,643,2024-11-18 19:38:20,66,3,47.13,31
2389,502,2025-08-04 19:47:42,198,2,202.47,20
2390,509,2023-10-12 14:26:07,380,3,189.41,4
2391,41,2024-05-08 17:16:15,410,4,96.32,6
2392,467,2024-04-02 04:03:00,111,3,430.06,50
2393,885,2023-12-15 15:21:45,457,5,206.26,48
2394,602,2024-04-18 07:05:12,490,3,334.06,9
2395,620,2023-09-14 10:30:09,136,2,411.07,3
2396,9,2025-05-31 00:48:14,135,1,269.32,34
2397,514,2025-08-18 11:35:33,372,2,344.1,7
2398,812,2024-02-07 20:02:30,216,5,155.81,19
2399,652,2024-10-12 03:28:14,329,1,435.16,30
2400,257,2024-10-11 11:57:45,363,3,119.41,3
2401,914,2025-05-20 18:52:04,413,4,72.16,21
2402,93,2023-09-27 15:21:22,477,5,132.51,38
2403,491,2024-03-23 19:08:44,361,2,27.31,16
2404,18,2023-08-23 21:08:33,189,1,440.37,36
2405,162,2024-08-23 23:36:23,55,1,291.77,11
2406,820,2024-05-07 01:30:46,171,1,157.61,50
2407,160,2025-03-29 14:46:32,427,4,123.67,24
2408,346,2024-02-26 23:36:31,35,1,252.21,41
2409,144,2023-10-30 17:01:25,15,4,408.91,20
2410,849,2024-09-21 18:52:40,468,1,229.95,17
2411,303,2024-05-22 10:37:41,92,3,492.7,34
2412,800,2024-07-29 11:35:33,38,5,184.76,28
2413,470,2025-04-28 20:29:41,19,2,411.52,46
2414,124,2024-04-13 13:26:17,439,1,175.44,14
2415,850,2024-03-26 18:09:54,345,4,271.4,21
2416,690,2024-08-12 03:41:51,189,4,301.19,33
2417,523,2024-04-14 00:43:40,378,3,195.79,28
2418,561,2023-12-26 20:22:10,242,5,470.81,17
2419,47,2025-07-28 16:26:54,69,5,315.8,33
2420,985,2024-06-30 12:49:29,209,5,473.96,17
2421,905,2024-05-22 03:02:40,323,5,405.49,13
2422,960,2025-04-18 08:46:57,106,3,102.12,5
2423,550,2024-11-20 12:05:06,103,3,163.01,21
2424,401,2024-05-08 17:18:49,476,5,348.69,5
2425,863,2023-09-24 22:10:28,182,1,344.73,47
2426,744,2025-07-15 17:01:05,390,1,135.33,9
2427,218,2025-08-13 17:34:31,189,3,122.84,27
2428,789,2023-11-30 11:13:45,171,3,319.02,23
2429,836,2024-09-30 13:33:32,354,5,320.0,43
2430,753,2023-09-20 21:55:52,143,2,122.33,6
2431,482,2024-08-02 19:04:39,33,4,293.89,45
2432,882,2024-10-09 16:25:54,58,3,86.71,28
2433,988,2023-10-15 17:01:21,58,2,431.26,27
2434,111,2024-11-17 18:17:25,122,2,391.47,3
2435,595,2024-09-24 14:58:40,314,4,426.03,6
2436,958,2024-02-20 13:09:01,218,3,132.4,40
2437,55,2025-03-24 22:00:00,335,3,355.37,50
2438,877,2024-01-06 20:11:17,458,2,33.8,46
2439,664,2024-12-28 16:39:07,475,1,309.1,18
2440,911,2023-11-12 19:31:32,131,4,298.32,9
2441,480,2024-05-14 23:56:04,274,5,133.81,26
2442,354,2024-05-13 16:18:33,394,1,30.14,38
2443,957,2025-03-25 03:03:09,344,3,377.29,29
2444,841,2024-07-17 19:05:40,324,4,36.59,25
2445,829,2025-08-09 13:28:37,326,3,105.02,3
2446,963,2024-01-04 06:43:34,220,5,110.55,27
2447,845,2024-08-19 16:29:22,11,2,151.63,12
2448,96,2023-10-30 16:02:11,210,3,46.33,19
2449,350,2024-06-23 04:47:46,486,4,32.62,36
2450,233,2024-02-16 18:22:56,388,2,307.64,13
2451,46,2025-05-20 09:25:02,4,1,221.91,28
2452,536,2023-12-24 23:23:56,374,3,78.18,2
2453,876,2023-09-19 09:24:55,183,5,218.1,36
2454,532,2024-04-21 05:36:01,318,2,240.92,46
2455,118,2024-01-08 18:52:07,69,3,51.66,23
2456,968,2024-12-04 15:34:31,271,4,257.47,34
2457,680,2024-08-12 14:22:46,403,3,161.24,18
2458,259,2024-01-03 03:27:05,355,1,58.15,17
2459,759,2024-11-29 17:50:10,425,4,467.57,45
2460,959,2024-04-08 08:05:25,240,3,49.44,35
2461,303,2024-01-09 21:23:37,468,4,168.98,3
2462,390,2025-02-27 20:33:51,488,3,124.46,4
2463,220,2025-05-22 13:23:42,452,1,348.85,23
2464,452,2024-05-10 18:44:58,243,5,133.95,45
2465,153,2025-07-17 08:31:27,83,2,152.14,42
2466,677,2025-01-21 20:36:20,263,3,354.55,7
2467,501,2024-04-20 13:24:42,373,5,129.89,7
2468,471,2023-12-16 04:39:08,8,1,87.56,37
2469,411,2023-08-25 04:40:00,311,2,170.19,4
2470,399,2025-07-11 06:09:58,327,5,136.82,34
2471,813,2025-07-24 18:45:01,60,2,483.85,23
2472,494,2023-11-07 05:22:47,383,4,478.72,10
2473,540,2025-07-19 14:31:10,342,2,182.31,35
2474,227,2024-01-09 07:28:13,393,3,195.95,41
2475,753,2025-01-30 05:24:26,495,4,330.01,30
2476,433,2025-01-22 01:49:08,175,2,278.48,15
2477,977,2025-07-07 21:42:34,113,4,316.07,40
2478,862,2023-09-13 21:52:53,28,1,86.83,19
2479,202,2024-02-01 17:20:46,365,4,360.64,48
2480,214,2024-12-18 16:32:38,276,2,230.4,46
2481,137,2025-08-01 13:37:59,306,2,304.68,15
2482,728,2025-03-12 14:16:00,189,2,426.95,30
2483,995,2024-07-28 04:17:21,36,5,278.37,12
2484,527,2025-08-04 15:20:06,375,2,327.02,46
2485,315,2023-09-29 07:44:50,205,3,150.86,48
2486,646,2023-12-26 20:01:01,159,2,308.74,38
2487,911,2025-01-11 08:57:52,98,4,211.2,4
2488,828,2025-03-29 03:54:35,20,4,72.15,28
2489,413,2025-06-15 20:21:46,89,5,150.77,33
2490,171,2024-10-05 19:01:42,481,2,124.74,43
2491,83,2024-12-20 14:52:07,59,2,22.1,1
2492,804,2024-04-29 21:43:11,474,2,487.13,46
2493,167,2025-01-14 06:29:56,155,3,173.3,40
2494,17,2024-04-27 20:48:21,342,5,199.71,44
2495,38,2024-03-16 08:13:04,311,3,490.26,36
2496,454,2025-07-11 06:49:29,111,5,489.22,2
2497,251,2024-06-06 12:39:19,17,4,138.39,31
2498,380,2025-01-07 16:34:03,189,2,289.84,18
2499,850,2024-05-28 19:50:39,393,2,376.8,4
2500,620,2025-05-31 23:45:25,446,4,253.78,12
2501,189,2024-01-12 12:02:15,459,2,161.56,41
2502,690,2025-07-17 13:18:25,232,4,25.69,36
2503,112,2024-04-15 05:44:03,108,2,443.24,42
2504,200,2024-06-05 13:13:40,61,2,364.96,33
2505,355,2025-05-02 12:16:02,32,5,275.55,42
2506,423,2024-12-31 10:13:23,25,4,165.27,23
2507,460,2024-07-25 15:31:16,354,4,21.29,43
2508,817,2023-08-26 23:29:06,408,1,389.77,47
2509,7,2023-10-18 07:50:11,445,4,112.75,45
2510,996,2025-02-08 06:37:30,95,2,467.72,45
2511,150,2024-04-24 05:39:41,6,3,48.88,9
2512,268,2025-03-08 02:18:26,128,4,144.59,2
2513,441,2024-12-19 11:35:01,261,1,102.36,7
2514,714,2024-07-28 11:58:32,495,3,146.85,29
2515,411,2025-03-03 12:21:23,99,5,493.79,40
2516,85,2025-03-10 07:36:11,215,2,132.47,29
2517,699,2024-05-21 05:35:13,496,4,484.07,11
2518,537,2025-02-19 01:42:55,355,3,102.76,50
2519,823,2024-07-21 22:14:22,351,5,340.23,17
2520,549,2025-07-19 05:50:44,155,1,20.16,36
2521,876,2024-08-19 01:06:06,96,1,263.56,47
2522,9,2024-04-22 22:33:36,279,4,222.65,48
2523,820,2024-12-25 01:15:38,360,4,482.41,39
2524,626,2023-11-18 20:44:51,486,3,107.15,18
2525,666,2024-11-12 14:23:39,406,1,192.3,18
2526,986,2023-12-07 17:09:43,35,2,15.23,18
2527,779,2025-03-19 18:11:57,451,5,464.22,15
2528,720,2024-01-17 12:33:47,161,4,297.21,14
2529,232,2024-07-20 09:02:04,494,4,235.93,42
2530,825,2025-03-26 12:24:15,362,4,155.72,48
2531,342,2025-07-30 10:48:08,165,4,371.84,14
2532,746,2024-05-19 04:06:36,331,2,474.56,29
2533,337,2025-07-11 18:37:48,2,4,441.4,44
2534,628,2023-12-27 13:53:16,169,3,198.99,32
2535,996,2023-12-16 13:38:38,41,4,43.74,9
2536,560,2024-01-19 18:01:04,17,1,168.97,27
2537,212,2024-12-18 07:27:41,208,4,297.66,25
2538,467,2023-10-16 20:29:29,107,5,100.28,21
2539,556,2025-08-02 05:19:46,244,3,270.84,1
2540,335,2025-07-09 08:33:08,328,1,359.95,28
2541,603,2024-07-04 20:48:02,239,4,121.5,35
2542,343,2024-12-30 06:45:25,476,1,11.09,12
2543,10,2024-04-28 19:04:10,34,3,315.29,6
2544,479,2025-08-10 14:06:31,288,4,338.6,50
2545,908,2023-10-09 14:19:34,134,2,177.66,29
2546,441,2023-12-27 00:50:33,345,5,285.71,47
2547,734,2023-11-30 14:54:34,49,5,112.18,33
2548,458,2024-05-28 14:54:36,485,4,484.91,44
2549,255,2024-10-27 14:32:00,274,2,484.53,30
2550,86,2025-06-11 16:58:48,420,1,307.68,28
2551,872,2024-09-28 08:14:40,292,3,74.21,14
2552,103,2024-07-17 11:33:58,447,3,495.51,47
2553,905,2024-02-07 04:01:32,350,2,57.13,25
2554,612,2025-02-07 10:02:42,111,1,234.88,42
2555,215,2025-07-18 10:25:13,115,5,208.93,31
2556,591,2024-03-31 10:03:11,184,5,330.18,46
2557,147,2025-01-24 12:46:07,360,3,269.21,40
2558,462,2023-09-09 09:25:25,4,4,270.59,33
2559,966,2024-02-19 09:08:36,473,3,299.92,18
2560,156,2024-08-02 16:40:15,370,5,145.1,14
2561,554,2024-10-08 06:18:25,487,3,305.89,47
2562,881,2024-05-15 12:47:06,295,5,400.09,25
2563,38,2023-11-02 20:54:34,300,5,188.32,19
2564,950,2024-03-01 05:33:10,256,3,490.03,49
2565,596,2024-04-24 19:41:56,408,4,187.8,15
2566,138,2024-04-11 22:00:37,108,2,480.53,8
2567,323,2024-03-31 02:23:55,253,4,54.14,19
2568,794,2024-09-30 01:56:26,78,2,33.44,10
2569,549,2024-04-05 10:25:14,484,4,472.16,35
2570,574,2025-04-26 15:23:26,426,3,218.68,31
2571,938,2023-11-07 03:56:35,310,1,130.99,20
2572,526,2024-05-16 07:53:39,208,2,318.76,30
2573,280,2024-04-26 21:40:25,161,4,390.25,40
2574,278,2025-06-10 09:45:52,481,3,317.98,6
2575,847,2024-03-09 13:34:27,429,3,118.44,47
2576,887,2024-01-19 03:45:54,242,4,340.48,11
2577,382,2023-09-02 23:15:56,146,5,166.22,43
2578,647,2025-01-15 20:27:02,311,3,252.75,15
2579,284,2025-05-18 19:42:27,216,5,14.83,45
2580,158,2024-09-27 03:38:58,134,2,374.93,40
2581,726,2024-06-13 04:51:06,77,4,168.36,21
2582,150,2024-12-07 23:37:37,198,2,356.1,10
2583,419,2024-12-23 11:07:10,260,3,206.35,21
2584,591,2024-06-21 07:14:10,420,5,445.62,42
2585,3,2024-01-09 19:10:47,174,1,52.88,19
2586,578,2024-02-14 23:14:59,402,3,190.21,50
2587,889,2025-06-09 06:05:46,318,2,314.78,29
2588,570,2025-01-11 12:23:12,152,4,444.87,6
2589,439,2025-07-13 12:06:09,2,5,209.27,36
2590,76,2024-02-11 13:16:52,455,5,204.3,31
2591,471,2025-08-08 05:30:36,391,3,404.15,34
2592,474,2025-02-22 23:11:56,51,2,118.52,50
2593,305,2025-07-14 00:44:13,128,2,372.7,45
2594,610,2025-02-21 15:02:14,366,1,322.24,41
2595,186,2024-05-30 08:46:31,315,2,192.43,45
2596,565,2024-04-19 17:21:23,172,2,165.14,40
2597,649,2024-03-22 18:23:31,329,1,327.33,22
2598,155,2025-01-17 19:32:39,141,2,131.73,35
2599,238,2024-08-24 00:47:55,87,2,16.65,8
2600,656,2024-12-27 22:50:26,266,4,322.37,25
2601,226,2024-12-14 22:13:02,234,3,189.92,13
2602,659,2025-06-25 22:25:40,404,3,382.32,14
2603,919,2025-05-26 00:25:18,102,4,411.13,21
2604,326,2024-06-15 14:51:51,299,5,173.74,49
2605,999,2025-05-18 18:41:31,500,2,122.31,22
2606,278,2025-04-28 04:35:22,121,4,319.77,38
2607,246,2024-05-17 11:14:09,294,3,166.53,43
2608,386,2023-08-25 05:11:46,41,2,145.09,28
2609,219,2023-11-21 02:58:10,187,4,143.43,28
2610,167,2024-09-25 09:54:17,498,4,25.57,38
2611,117,2025-02-20 02:52:35,58,3,287.62,3
2612,756,2024-08-06 07:31:21,485,2,65.56,32
2613,766,2024-06-03 17:31:49,145,2,27.25,23
2614,880,2024-03-16 14:58:59,246,3,181.53,42
2615,657,2024-11-24 13:25:37,284,3,276.69,25
2616,910,2024-12-19 10:22:55,32,1,114.99,44
2617,829,2024-04-04 20:04:36,278,4,249.21,19
2618,836,2025-02-13 00:55:08,90,3,346.66,6
2619,934,2024-07-11 06:35:28,69,1,346.54,15
2620,125,2024-11-30 06:27:56,2,5,30.12,13
2621,902,2023-08-30 09:44:09,258,5,285.44,43
2622,381,2023-12-30 22:24:55,79,3,164.1,16
2623,149,2023-12-10 11:32:15,349,3,269.44,18
2624,462,2024-02-01 16:20:41,212,4,78.24,35
2625,578,2024-05-31 17:43:03,153,5,11.93,5
2626,464,2023-10-14 14:59:53,9,4,402.09,13
2627,378,2025-08-14 09:55:47,180,2,133.93,40
2628,73,2024-02-08 21:53:42,113,2,192.4,35
2629,152,2024-09-25 07:36:21,59,3,129.98,21
2630,32,2024-08-07 08:45:46,131,1,412.95,14
2631,797,2024-09-30 13:56:04,292,1,480.6,29
2632,128,2024-11-08 17:20:43,226,4,73.77,35
2633,454,2025-02-17 20:31:02,104,1,185.09,19
2634,606,2024-02-18 07:41:39,178,5,427.42,40
2635,409,2024-06-20 02:29:59,406,1,482.91,45
2636,849,2025-06-08 21:34:17,435,3,179.51,8
2637,369,2024-04-03 17:35:51,37,2,226.21,6
2638,708,2023-11-25 03:40:13,412,5,28.06,40
2639,530,2024-10-18 09:07:59,84,4,397.59,29
2640,507,2024-09-03 19:34:41,124,1,103.64,13
2641,445,2024-07-05 09:13:19,381,3,286.9,2
2642,967,2025-08-12 05:18:46,55,2,248.58,17
2643,918,2023-10-16 05:10:29,353,1,195.32,23
2644,196,2025-07-15 03:53:16,338,3,78.25,26
2645,706,2024-10-22 02:47:45,28,2,141.22,9
2646,290,2025-04-02 23:54:07,78,3,191.13,8
2647,27,2024-04-29 20:45:18,338,3,339.55,30
2648,727,2024-09-26 00:17:28,168,1,62.26,49
2649,395,2025-02-04 15:52:42,125,1,448.37,20
2650,628,2024-10-30 20:14:25,285,4,228.33,11
2651,319,2025-06-09 03:09:17,30,2,185.6,35
2652,572,2025-05-14 06:29:40,309,4,303.53,21
2653,304,2024-02-24 03:08:09,344,2,490.62,43
2654,777,2025-04-17 17:57:50,161,1,405.1,28
2655,220,2024-09-14 16:50:22,495,2,226.02,20
2656,879,2023-12-29 12:34:27,400,2,229.05,12
2657,347,2023-11-10 02:56:31,323,5,157.4,5
2658,714,2023-08-24 03:22:32,335,4,303.75,20
2659,308,2024-11-24 20:09:02,149,1,206.8,12
2660,849,2024-08-25 10:09:42,313,1,346.06,41
2661,216,2023-12-05 22:11:51,175,1,59.86,16
2662,301,2024-02-12 19:07:43,65,3,355.05,15
2663,509,2023-11-19 15:03:26,102,2,356.75,15
2664,144,2024-05-08 05:01:24,194,4,26.94,21
2665,319,2023-08-27 09:13:58,178,5,162.07,47
2666,590,2024-08-24 16:38:01,129,5,397.44,14
2667,377,2024-08-09 04:46:57,45,2,87.5,25
2668,44,2024-10-08 06:50:30,297,1,153.68,6
2669,858,2025-03-23 02:43:56,327,5,419.87,2
2670,562,2024-06-04 12:31:43,84,3,340.48,1
2671,682,2025-05-20 23:52:28,456,5,222.56,3
2672,245,2024-12-11 10:59:49,147,3,450.69,6
2673,364,2023-09-04 05:28:25,462,3,116.85,40
2674,730,2025-07-07 06:43:58,331,3,92.88,39
2675,822,2024-08-17 09:49:14,45,1,431.5,29
2676,993,2024-03-13 12:17:58,112,2,471.65,2
2677,971,2025-01-19 22:33:52,395,5,45.78,30
2678,89,2024-04-10 23:55:20,333,4,249.97,10
2679,927,2024-08-23 10:39:48,189,3,385.7,18
2680,610,2024-09-08 21:08:52,492,1,284.09,47
2681,523,2024-08-09 17:50:33,94,5,244.77,12
2682,777,2025-03-25 19:06:07,250,4,44.1,43
2683,2,2023-10-12 05:37:38,258,3,105.47,37
2684,711,2023-10-04 13:47:26,56,3,378.96,23
2685,694,2025-06-17 21:08:18,207,1,323.04,42
2686,568,2024-05-26 16:15:01,113,3,364.48,4
2687,459,2023-08-25 09:13:19,36,1,278.73,35
2688,790,2025-07-19 14:16:31,335,1,262.87,6
2689,399,2023-12-20 12:09:11,164,5,485.07,21
2690,830,2024-04-19 18:06:09,390,1,345.07,42
2691,340,2025-07-27 01:28:16,393,2,420.05,25
2692,920,2025-03-07 12:50:54,393,1,280.55,14
2693,963,2023-10-08 09:25:23,290,4,283.82,24
2694,628,2024-03-02 22:27:33,419,3,207.89,23
2695,46,2024-02-20 20:41:34,211,5,484.35,23
2696,342,2025-07-30 17:21:25,184,2,40.2,17
2697,59,2025-03-23 05:13:35,21,1,477.32,45
2698,985,2023-09-08 11:50:46,201,1,328.9,20
2699,310,2025-02-20 00:39:21,144,3,31.7,11
2700,386,2024-07-15 11:02:31,391,1,123.49,9
2701,952,2024-12-29 16:50:31,429,4,245.08,14
2702,32,2024-06-03 12:12:21,41,1,144.55,17
2703,627,2025-01-23 22:40:37,352,3,148.9,26
2704,147,2024-01-15 12:59:47,449,3,19.54,41
2705,725,2024-08-16 23:38:45,22,1,226.17,22
2706,463,2025-01-18 20:48:36,490,1,424.23,27
2707,223,2024-07-03 19:13:08,28,3,299.79,9
2708,266,2024-12-26 15:41:06,105,4,311.74,23
2709,767,2024-04-23 13:46:43,48,3,78.4,14
2710,409,2023-09-30 21:13:57,134,1,158.39,1
2711,688,2024-07-09 17:27:09,181,4,480.53,19
2712,362,2025-02-23 22:44:00,493,2,170.84,4
2713,980,2024-07-20 21:14:13,176,2,465.16,26
2714,620,2025-02-18 00:54:41,477,3,425.22,28
2715,744,2024-02-06 07:50:53,81,4,235.01,7
2716,331,2024-02-02 01:35:48,354,5,422.18,16
2717,936,2024-06-13 00:08:14,461,2,486.11,20
2718,985,2024-01-07 16:44:12,433,5,91.76,16
2719,621,2024-11-08 18:52:41,279,2,381.88,48
2720,90,2025-07-16 00:14:35,166,4,451.21,48
2721,739,2024-05-22 11:19:16,71,3,347.17,22
2722,100,2024-05-23 18:52:32,417,4,425.58,9
2723,911,2025-04-02 10:49:29,462,5,412.49,28
2724,744,2024-08-18 10:02:17,131,3,174.77,9
2725,683,2025-07-12 02:23:14,286,4,448.0,32
2726,801,2025-01-14 10:20:40,109,3,37.41,31
2727,363,2023-09-25 11:22:38,101,5,88.35,16
2728,719,2023-10-26 09:46:52,449,1,186.5,15
2729,87,2023-09-14 04:59:33,348,3,346.34,17
2730,95,2025-04-09 04:18:57,361,4,279.09,42
2731,690,2025-02-23 18:37:24,235,4,244.47,1
2732,662,2023-09-19 01:12:07,192,5,24.68,35
2733,463,2024-06-27 15:34:05,92,1,463.74,40
2734,292,2023-10-23 11:35:36,208,3,342.3,4
2735,378,2024-09-20 15:38:45,237,1,186.97,43
2736,917,2024-10-02 01:43:30,333,1,285.76,36
2737,684,2024-10-10 09:06:11,427,3,321.26,7
2738,704,2023-12-02 12:10:29,333,4,473.52,50
2739,872,2024-05-19 23:48:38,472,1,330.28,35
2740,623,2024-05-04 00:54:39,175,2,28.49,13
2741,351,2025-08-01 06:08:56,307,2,399.37,35
2742,566,2024-07-13 00:16:21,9,4,321.53,7
2743,557,2024-07-14 21:03:22,131,5,462.26,31
2744,614,2024-12-29 19:37:02,286,3,50.33,48
2745,338,2025-03-28 21:50:29,69,2,252.93,42
2746,435,2024-09-09 21:07:27,314,3,313.99,27
2747,774,2023-12-19 06:09:34,453,3,246.08,45
2748,545,2024-09-20 22:10:49,158,5,110.1,42
2749,694,2025-03-13 09:00:05,313,2,77.88,13
2750,38,2023-12-14 22:33:59,70,3,308.91,37
2751,526,2024-12-19 12:52:19,421,5,84.76,14
2752,227,2024-11-17 12:51:33,291,3,97.21,43
2753,812,2024-11-05 18:07:08,223,1,205.7,31
2754,813,2023-09-10 02:03:51,403,4,152.02,31
2755,355,2025-05-16 07:11:39,154,2,320.68,14
2756,358,2024-09-22 13:03:55,28,5,41.23,8
2757,803,2023-09-27 11:46:21,53,4,429.22,43
2758,814,2023-11-11 00:56:31,9,3,69.91,33
2759,769,2025-07-16 07:22:57,4,2,390.07,27
2760,411,2024-01-19 00:19:20,440,2,391.93,34
2761,272,2024-11-05 19:21:21,439,1,378.46,46
2762,305,2024-09-29 11:21:06,471,1,365.67,45
2763,538,2024-04-01 15:06:37,220,1,213.69,44
2764,165,2025-06-30 11:14:12,92,1,269.82,11
2765,56,2024-05-05 22:24:10,161,4,288.35,31
2766,428,2024-05-18 19:18:58,493,3,361.27,14
2767,654,2024-08-01 12:55:16,242,3,100.51,23
2768,59,2025-05-12 13:43:00,154,3,415.45,11
2769,419,2024-07-17 21:49:22,404,4,407.93,31
2770,507,2023-10-28 14:15:16,86,4,392.17,50
2771,190,2023-10-22 23:04:04,447,3,466.57,39
2772,427,2023-10-19 12:03:54,122,5,69.58,18
2773,693,2024-05-09 19:01:26,240,4,236.23,2
2774,289,2024-12-29 19:44:06,449,2,321.56,24
2775,670,2024-05-04 05:13:15,262,5,262.13,40
2776,813,2025-06-11 21:13:26,34,4,223.93,39
2777,571,2023-10-17 04:34:25,20,3,446.61,45
2778,319,2024-12-27 07:14:56,494,3,138.63,46
2779,18,2025-03-24 22:49:48,22,2,14.33,21
2780,71,2025-03-05 19:44:33,374,5,124.92,40
2781,460,2025-05-06 01:18:19,240,2,107.69,46
2782,537,2023-09-10 06:27:39,120,1,461.4,50
2783,291,2024-09-02 15:43:19,455,2,270.06,9
2784,927,2025-04-06 06:29:33,35,4,483.08,47
2785,896,2024-08-22 20:32:01,238,1,196.18,28
2786,390,2024-06-30 05:03:11,37,1,55.61,49
2787,184,2023-10-20 22:10:27,16,2,375.63,48
2788,385,2024-09-19 22:21:51,407,3,266.32,9
2789,58,2023-11-26 22:13:14,361,2,212.55,10
2790,174,2024-10-27 09:50:56,210,2,18.71,48
2791,520,2025-02-16 21:00:48,250,2,207.89,27
2792,434,2025-06-05 11:30:17,233,2,405.1,43
2793,788,2024-10-18 10:29:41,258,1,283.27,49
2794,466,2024-08-09 19:40:23,276,2,320.44,43
2795,31,2024-07-13 05:46:22,464,4,254.1,44
2796,861,2024-09-16 13:05:54,192,5,331.64,12
2797,941,2024-11-13 23:06:56,161,3,147.96,36
2798,808,2025-05-29 00:04:21,296,2,181.16,36
2799,542,2025-05-30 11:08:26,477,1,388.34,36
2800,535,2024-04-24 13:28:51,463,5,387.39,41
2801,682,2024-01-14 14:00:06,132,5,259.55,13
2802,315,2024-04-21 03:45:01,82,3,94.5,13
2803,250,2024-06-25 01:09:01,462,1,378.72,45
2804,18,2024-06-29 04:09:37,134,3,498.95,12
2805,69,2024-03-13 00:11:04,449,4,48.97,24
2806,474,2025-06-08 20:31:29,84,2,269.78,5
2807,117,2024-05-01 08:34:33,424,4,136.63,44
2808,574,2024-10-22 00:34:04,152,3,178.28,39
2809,621,2024-11-25 08:42:23,158,1,382.88,24
2810,1,2024-08-09 14:12:13,129,1,23.52,50
2811,816,2024-08-20 00:31:30,405,1,31.23,46
2812,441,2024-07-07 08:33:24,255,3,444.69,34
2813,316,2024-02-14 06:34:26,385,1,154.23,17
2814,346,2024-01-19 18:41:58,227,2,84.45,29
2815,476,2025-06-14 00:03:50,82,5,75.35,6
2816,175,2023-12-26 18:44:43,403,1,253.5,41
2817,352,2024-03-08 16:02:21,424,2,454.23,41
2818,268,2024-10-14 09:26:37,199,4,35.22,34
2819,800,2024-11-14 17:31:34,47,2,435.94,22
2820,546,2025-06-15 06:34:27,66,5,308.91,8
2821,742,2024-05-26 12:05:25,258,5,83.69,21
2822,975,2023-12-05 00:52:19,486,3,328.31,3
2823,50,2023-11-05 00:27:55,391,1,329.43,23
2824,620,2025-02-06 19:36:32,463,2,28.27,34
2825,351,2024-06-05 11:46:23,48,1,134.21,29
2826,852,2024-07-20 21:15:15,157,3,416.76,31
2827,600,2024-09-05 16:26:25,160,2,457.13,24
2828,709,2025-05-16 20:02:05,147,3,438.04,35
2829,217,2023-09-23 00:15:34,100,4,499.16,46
2830,163,2024-03-14 07:18:14,172,1,38.01,43
2831,99,2024-10-11 21:28:26,168,2,320.48,36
2832,898,2024-11-27 13:15:01,139,2,31.49,37
2833,576,2025-05-01 22:18:59,324,1,71.36,26
2834,414,2024-04-24 08:51:35,426,1,194.92,28
2835,451,2024-06-19 17:47:55,122,2,185.87,50
2836,491,2024-05-31 21:38:08,210,1,307.69,21
2837,974,2024-01-09 11:21:42,18,1,492.33,32
2838,84,2024-03-22 05:15:15,291,5,420.1,44
2839,797,2024-08-07 00:16:58,355,1,459.83,29
2840,601,2024-09-30 12:11:46,123,5,123.55,28
2841,532,2024-11-24 02:27:09,294,4,412.17,26
2842,99,2024-12-02 08:19:55,64,4,206.54,4
2843,26,2025-08-07 18:18:27,386,1,461.91,23
2844,731,2024-11-10 19:44:26,142,2,451.1,11
2845,759,2023-09-20 18:16:50,212,3,306.98,1
2846,586,2025-01-10 18:01:01,121,4,398.95,17
2847,969,2024-11-09 05:03:50,97,4,199.1,17
2848,504,2023-12-27 10:40:34,139,5,200.66,50
2849,764,2024-06-06 07:38:21,292,4,440.29,10
2850,947,2024-07-24 10:52:03,412,5,173.25,49
2851,98,2024-12-22 02:07:57,456,4,65.05,41
2852,470,2025-08-08 14:14:13,13,4,444.31,26
2853,555,2023-09-02 07:43:30,113,5,374.11,27
2854,752,2024-01-04 16:54:36,198,2,60.09,19
2855,715,2024-04-13 07:17:19,31,3,40.38,42
2856,47,2023-11-20 03:43:12,374,3,216.71,38
2857,256,2024-04-30 06:33:51,45,3,70.07,8
2858,292,2025-07-27 09:44:38,195,3,90.78,22
2859,850,2025-03-04 22:36:02,453,3,383.4,40
2860,450,2023-12-14 01:06:03,326,3,316.34,21
2861,780,2024-07-17 16:04:02,286,1,180.62,25
2862,680,2024-08-22 20:16:13,1,4,415.52,28
2863,390,2025-01-10 01:47:43,192,2,341.21,33
2864,319,2025-06-03 15:50:05,144,3,71.86,27
2865,500,2025-06-23 06:36:17,416,5,102.72,1
2866,696,2024-09-09 01:59:21,459,4,404.16,39
2867,160,2024-04-06 09:16:32,189,3,362.97,49
2868,262,2024-05-12 11:01:05,407,3,356.15,5
2869,631,2025-01-25 18:44:43,277,4,103.09,27
2870,343,2023-10-13 19:24:17,364,3,476.29,44
2871,548,2024-01-19 13:56:21,185,1,52.05,37
2872,315,2023-09-08 11:34:19,41,1,281.53,29
2873,530,2024-02-13 17:42:05,157,5,140.18,24
2874,192,2024-10-27 12:08:46,271,3,247.4,42
2875,772,2025-04-25 17:41:30,429,5,184.7,23
2876,671,2023-11-08 04:07:25,77,1,253.02,19
2877,604,2025-07-05 03:58:13,440,2,62.23,18
2878,608,2025-01-19 16:32:03,45,4,19.13,24
2879,64,2024-08-18 09:43:15,190,2,54.42,3
2880,980,2025-05-27 17:03:31,154,3,127.02,7
